,MARYLAND,SOUTHERN EASTERN,SHORE              01,ASSATEAGUE               ,PRINCESS ANNE            ,SALISBURY                ,SALISBURY POLICE BRKS    ,SALISBURY FAA AP         ,SNOW HILL 4 N            ,--DIVISIONAL DATA------->,CENTRAL EASTERN,SHORE              02,ROYAL OAK 2 SSW          ,VIENNA                   ,--DIVISIONAL DATA------->,LOWER SOUTHERN     03,MECHANICSVILLE 5 NE      ,SOLOMONS                 ,--DIVISIONAL DATA------->,UPPER SOUTHERN     04,ANNAPOLIS POLICE BRKS    ,BALTIMORE WASH INTL AP  R,BELTSVILLE               ,DALECARLIA RESERVOIR     ,GLENN DALE BELL STN      ,MD SCI CTR BALTIMORE    R,NATIONAL ARBORETUM DC    ,OXON HILL                ,UPPER MARLBORO 3 NNW     ,--DIVISIONAL DATA------->,NORTHERN EASTERN,SHORE              05,CHESTERTOWN              ,--DIVISIONAL DATA------->,NORTHERN CENTRAL   06,ABERDEEN PHILLIPS FLD    ,CATOCTIN MOUNTAIN PARK   ,CONOWINGO DAM            ,CYLBURN                  ,DAMASCUS 3 SSW           ,EMMITSBURG 2 SE          ,FREDERICK 2 NNE,MILLERS 4 NE             ,PORT DEPOSIT 2 NE        ,ROCKVILLE 1 NE           ,SMITHSBURG 2NW           ,--DIVISIONAL DATA------->,APPALACHIAN,MOUNTAIN           07,CUMBERLAND 2             ,CUMBERLAND POLICE BRK    ,FROSTBURG 2              ,HAGERSTOWN POLICE BRK    ,SHARPSBURG 5 S           ,WILLIAMSPORT             ,--DIVISIONAL DATA------->,ALLEGHENY PLATEAU  08,OAKLAND 1 SE             ,SAVAGE RIVER DAM         ,--DIVISIONAL DATA------->,DELAWARE,NORTHERN           01,BEAR 2 SW                ,NEWARK UNIV FARM         ,WILMINGTON NEW CASTLE   R,WILMINGTON PORTER RSVR   ,--DIVISIONAL DATA------->,SOUTHERN           02,DOVER                    ,GREENWOOD 2NE            ,LEWES                    ,SMYRNA 1 W               ,--DIVISIONAL DATA------->
Nov_Depart_07,1.0,1.3529411764705883,1.3529411764705883,4.0,1.3529411764705883,1.3529411764705883,1.0,1.3529411764705883,1.3529411764705883,2.0,1.3529411764705883,1.0,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.0,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.0,1.3529411764705883,1.3529411764705883,1.0,1.0,1.3529411764705883,1.3529411764705883,2.0,1.3529411764705883,2.0,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.0,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.0,1.0,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.0,1.0,1.0,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,,,
Dec_Temp_07,43.0,37.57446808510638,43.0,39.0,42.0,42.0,41.0,41.0,41.0,37.0,42.0,40.0,37.0,38.0,39.0,37.57446808510638,38.0,40.0,39.0,40.0,38.0,39.0,37.0,37.0,39.0,34.0,36.0,36.0,37.57446808510638,34.0,36.0,34.0,37.57446808510638,37.57446808510638,37.57446808510638,37.57446808510638,37.57446808510638,37.57446808510638,37.57446808510638,37.57446808510638,37.57446808510638,37.57446808510638,34.0,35.0,37.0,37.57446808510638,31.0,37.57446808510638,35.0,35.0,34.0,33.0,33.0,33.0,36.0,37.57446808510638,37.0,36.0,36.0,40.0,38.0,41.0,40.0,37.57446808510638,37.57446808510638,37.57446808510638,37.57446808510638,37.57446808510638,37.57446808510638,37.57446808510638,,,
Dec_Depart_07,2.0,1.25,1.0,1.25,1.0,1.0,1.25,1.0,2.0,1.0,1.25,1.0,1.0,1.25,1.0,1.25,1.25,1.25,1.0,1.25,1.0,1.0,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.0,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,2.0,1.25,1.0,1.25,1.25,1.25,1.0,1.0,2.0,3.0,1.25,1.25,1.0,1.0,1.25,1.25,1.0,1.25,1.0,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,,,
Ann_Temp_07,58.0,55.17948717948718,59.0,55.0,58.0,57.0,59.0,58.0,58.0,55.0,55.17948717948718,56.0,56.0,56.0,57.0,55.17948717948718,55.17948717948718,55.17948717948718,58.0,58.0,56.0,57.0,56.0,56.0,57.0,55.17948717948718,55.0,54.0,55.17948717948718,55.17948717948718,55.17948717948718,53.0,55.17948717948718,55.17948717948718,55.17948717948718,55.17948717948718,55.17948717948718,55.17948717948718,55.17948717948718,55.17948717948718,55.17948717948718,55.17948717948718,55.17948717948718,54.0,55.0,55.17948717948718,48.0,55.17948717948718,53.0,55.17948717948718,52.0,47.0,49.0,48.0,54.0,55.17948717948718,55.0,54.0,54.0,57.0,55.0,58.0,57.0,55.17948717948718,55.17948717948718,55.17948717948718,55.17948717948718,55.17948717948718,55.17948717948718,55.17948717948718,,,
Ann_Depart_07,2.0,1.2592592592592593,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.2592592592592593,1.2592592592592593,1.0,1.0,1.0,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.2592592592592593,2.0,1.2592592592592593,2.0,2.0,1.2592592592592593,1.0,1.0,1.2592592592592593,1.0,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.0,2.0,1.2592592592592593,1.0,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.0,1.2592592592592593,1.0,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.0,1.0,1.2592592592592593,1.2592592592592593,1.0,1.0,1.0,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.2592592592592593,,,
Jan_Temp_08,40.0,34.97826086956522,40.0,35.0,39.0,38.0,39.0,39.0,39.0,36.0,34.97826086956522,36.0,35.0,35.0,35.0,36.0,38.0,36.0,38.0,36.0,36.0,36.0,36.0,37.0,33.0,33.0,34.0,32.0,34.0,33.0,32.0,34.0,34.97826086956522,34.97826086956522,34.97826086956522,34.97826086956522,34.97826086956522,34.97826086956522,34.97826086956522,34.97826086956522,34.97826086956522,34.97826086956522,34.0,27.0,33.0,33.0,32.0,26.0,28.0,27.0,34.0,34.97826086956522,35.0,34.0,34.0,38.0,36.0,40.0,38.0,34.97826086956522,34.97826086956522,34.97826086956522,34.97826086956522,34.97826086956522,34.97826086956522,,,,,,,,
Jan_Depart_08,4.0,2.7222222222222223,3.0,2.7222222222222223,2.0,2.0,3.0,3.0,4.0,1.0,2.7222222222222223,2.0,3.0,2.0,1.0,3.0,2.7222222222222223,3.0,2.7222222222222223,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.7222222222222223,1.0,2.7222222222222223,3.0,2.7222222222222223,2.0,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,4.0,3.0,2.7222222222222223,2.7222222222222223,3.0,2.7222222222222223,2.0,1.0,2.7222222222222223,2.7222222222222223,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,,,,,,,,
Feb_Temp_08,42.0,41.0,43.0,39.0,41.0,41.0,41.0,41.0,41.0,37.0,41.0,39.0,37.0,37.0,37.0,37.0,39.0,38.0,39.0,37.0,38.0,37.0,37.0,36.0,31.0,36.0,36.0,32.0,34.0,33.0,31.0,34.0,36.4375,36.4375,36.4375,36.4375,36.4375,36.4375,36.4375,36.4375,36.4375,36.4375,35.0,27.0,33.0,33.0,32.0,28.0,29.0,28.0,35.0,36.4375,36.0,34.0,35.0,41.0,38.0,42.0,40.0,36.4375,36.4375,36.4375,36.4375,36.4375,36.4375,,,,,,,,
Feb_Depart_08,4.0,3.0,4.0,1.0,2.0,3.0,2.0,3.0,4.0,2.142857142857143,2.142857142857143,2.0,1.0,1.0,2.142857142857143,2.142857142857143,2.142857142857143,2.0,2.142857142857143,2.0,1.0,1.0,1.0,2.142857142857143,2.142857142857143,2.0,2.142857142857143,1.0,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,1.0,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,1.0,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.0,2.0,1.0,3.0,3.0,3.0,4.0,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,,,,,,,,
Mar_Temp_08,48.0,43.76086956521739,50.0,46.0,48.0,48.0,48.0,49.0,48.0,44.0,43.76086956521739,44.0,45.0,44.0,46.0,45.0,47.0,46.0,47.0,44.0,45.0,45.0,45.0,42.0,42.0,42.0,43.0,40.0,42.0,42.0,40.0,42.0,43.76086956521739,43.76086956521739,43.76086956521739,43.76086956521739,43.76086956521739,43.76086956521739,43.76086956521739,43.76086956521739,43.76086956521739,43.76086956521739,45.0,35.0,41.0,42.0,41.0,33.0,37.0,35.0,43.0,43.76086956521739,44.0,43.0,43.0,47.0,43.0,48.0,46.0,43.76086956521739,43.76086956521739,43.76086956521739,43.76086956521739,43.76086956521739,43.76086956521739,,,,,,,,
Mar_Depart_08,5.0,1.84,3.0,1.84,2.0,3.0,1.0,2.0,3.0,1.0,1.84,1.84,1.0,1.84,1.84,1.84,1.84,2.0,1.84,1.0,1.0,1.84,1.0,1.0,1.0,1.84,1.84,2.0,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,2.0,1.84,1.84,1.84,1.84,4.0,1.84,1.0,1.84,1.84,1.0,1.0,1.0,2.0,1.84,2.0,2.0,1.84,1.84,1.84,1.84,1.84,1.84,,,,,,,,
Apr_Temp_08,54.0,54.787234042553195,58.0,54.0,58.0,56.0,58.0,58.0,58.0,55.0,55.0,55.0,55.0,55.0,56.0,56.0,57.0,56.0,57.0,55.0,56.0,56.0,56.0,55.0,54.0,54.0,54.0,52.0,54.0,54.0,52.0,54.0,54.787234042553195,54.787234042553195,54.787234042553195,54.787234042553195,54.787234042553195,54.787234042553195,54.787234042553195,54.787234042553195,54.787234042553195,54.787234042553195,58.0,50.0,54.0,54.0,54.0,48.0,51.0,50.0,54.0,54.787234042553195,54.0,55.0,54.0,56.0,54.0,56.0,56.0,54.787234042553195,54.787234042553195,54.787234042553195,54.787234042553195,54.787234042553195,54.787234042553195,,,,,,,,
Apr_Depart_08,2.0,2.2058823529411766,2.0,2.2058823529411766,2.0,2.0,2.0,2.0,3.0,2.2058823529411766,2.2058823529411766,1.0,2.0,2.0,1.0,1.0,2.2058823529411766,2.0,2.2058823529411766,2.0,2.0,2.0,3.0,2.2058823529411766,2.0,2.0,2.2058823529411766,2.2058823529411766,2.2058823529411766,2.0,2.2058823529411766,1.0,2.2058823529411766,2.2058823529411766,2.2058823529411766,2.2058823529411766,2.2058823529411766,2.2058823529411766,2.2058823529411766,2.2058823529411766,2.2058823529411766,2.2058823529411766,5.0,4.0,2.2058823529411766,2.2058823529411766,3.0,1.0,4.0,3.0,2.2058823529411766,2.2058823529411766,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.2058823529411766,2.2058823529411766,2.2058823529411766,2.2058823529411766,2.2058823529411766,2.2058823529411766,,,,,,,,
May_Temp_08,62.0,59.422222222222224,59.422222222222224,59.0,63.0,62.0,64.0,62.0,63.0,59.0,59.422222222222224,59.0,60.0,61.0,61.0,61.0,63.0,62.0,62.0,61.0,61.0,60.0,60.0,59.0,59.0,60.0,58.0,56.0,59.0,58.0,55.0,58.0,59.422222222222224,59.422222222222224,59.422222222222224,59.422222222222224,59.422222222222224,59.422222222222224,59.422222222222224,59.422222222222224,59.422222222222224,59.422222222222224,61.0,53.0,57.0,57.0,57.0,53.0,54.0,53.0,59.0,59.422222222222224,60.0,59.0,59.0,62.0,59.0,63.0,61.0,59.422222222222224,59.422222222222224,59.422222222222224,59.422222222222224,59.422222222222224,59.422222222222224,,,,,,,,
May_Depart_08,1.0,2.1176470588235294,2.1176470588235294,3.0,1.0,1.0,1.0,2.0,2.1176470588235294,4.0,2.1176470588235294,4.0,2.0,1.0,3.0,2.0,2.1176470588235294,1.0,2.1176470588235294,1.0,1.0,3.0,2.0,4.0,1.0,2.0,2.1176470588235294,5.0,2.1176470588235294,2.0,2.1176470588235294,3.0,2.1176470588235294,2.1176470588235294,2.1176470588235294,2.1176470588235294,2.1176470588235294,2.1176470588235294,2.1176470588235294,2.1176470588235294,2.1176470588235294,2.1176470588235294,2.1176470588235294,2.0,2.1176470588235294,2.1176470588235294,2.0,3.0,2.0,2.0,2.1176470588235294,2.1176470588235294,2.0,2.0,3.0,1.0,2.0,2.1176470588235294,1.0,2.1176470588235294,2.1176470588235294,2.1176470588235294,2.1176470588235294,2.1176470588235294,2.1176470588235294,,,,,,,,
Jun_Temp_08,75.0,73.0,77.0,73.0,77.0,75.0,76.0,77.0,77.0,73.0,73.72340425531915,73.0,75.0,75.0,75.0,76.0,78.0,76.0,76.0,75.0,76.0,75.0,75.0,75.0,72.0,76.0,73.0,71.0,74.0,71.0,70.0,73.0,73.72340425531915,73.72340425531915,73.72340425531915,73.72340425531915,73.72340425531915,73.72340425531915,73.72340425531915,73.72340425531915,73.72340425531915,73.72340425531915,73.0,67.0,71.0,71.0,71.0,65.0,67.0,66.0,74.0,73.72340425531915,75.0,74.0,74.0,76.0,74.0,78.0,76.0,73.72340425531915,73.72340425531915,73.72340425531915,73.72340425531915,73.72340425531915,73.72340425531915,,,,,,,,
Jun_Depart_08,5.0,1.0,4.0,1.0,4.0,3.0,2.0,4.0,4.0,1.0,2.8684210526315788,2.0,3.0,3.0,2.0,3.0,2.8684210526315788,3.0,2.8684210526315788,4.0,3.0,2.0,3.0,2.0,3.0,5.0,2.8684210526315788,2.8684210526315788,2.8684210526315788,2.0,2.8684210526315788,2.0,2.8684210526315788,2.8684210526315788,2.8684210526315788,2.8684210526315788,2.8684210526315788,2.8684210526315788,2.8684210526315788,2.8684210526315788,2.8684210526315788,2.8684210526315788,3.0,3.0,2.8684210526315788,2.8684210526315788,2.0,1.0,2.0,2.0,2.8684210526315788,2.8684210526315788,3.0,4.0,3.0,3.0,3.0,5.0,4.0,2.8684210526315788,2.8684210526315788,2.8684210526315788,2.8684210526315788,2.8684210526315788,2.8684210526315788,,,,,,,,
Jul_Temp_08,75.0,75.74468085106383,78.0,75.0,77.0,76.0,78.0,79.0,79.0,75.0,78.0,77.0,77.0,77.0,77.0,78.0,80.0,78.0,78.0,77.0,78.0,77.0,77.0,77.0,74.0,77.0,75.0,73.0,76.0,73.0,72.0,75.0,75.74468085106383,75.74468085106383,75.74468085106383,75.74468085106383,75.74468085106383,75.74468085106383,75.74468085106383,75.74468085106383,75.74468085106383,75.74468085106383,75.0,68.0,73.0,74.0,73.0,67.0,69.0,68.0,76.0,75.74468085106383,78.0,77.0,77.0,79.0,76.0,79.0,78.0,75.74468085106383,75.74468085106383,75.74468085106383,75.74468085106383,75.74468085106383,75.74468085106383,,,,,,,,
Jul_Depart_08,1.1111111111111112,1.1111111111111112,1.0,1.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.0,1.0,1.0,1.1111111111111112,1.1111111111111112,1.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.0,1.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.0,1.0,1.1111111111111112,1.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.0,2.0,1.0,1.0,1.1111111111111112,2.0,1.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,,,,,,,,
Aug_Temp_08,76.0,72.12765957446808,75.0,71.0,73.0,74.0,76.0,74.0,75.0,72.0,76.0,74.0,73.0,72.0,74.0,75.0,77.0,75.0,74.0,73.0,74.0,74.0,74.0,73.0,70.0,72.0,71.0,69.0,72.0,69.0,68.0,71.0,72.12765957446808,72.12765957446808,72.12765957446808,72.12765957446808,72.12765957446808,72.12765957446808,72.12765957446808,72.12765957446808,72.12765957446808,72.12765957446808,72.0,65.0,69.0,70.0,69.0,64.0,66.0,65.0,72.0,72.12765957446808,73.0,72.0,72.0,74.0,72.0,75.0,74.0,72.12765957446808,72.12765957446808,72.12765957446808,72.12765957446808,72.12765957446808,72.12765957446808,,,,,,,,
Aug_Depart_08,1.0,1.5185185185185186,1.5185185185185186,4.0,2.0,1.0,1.5185185185185186,1.0,1.5185185185185186,2.0,1.5185185185185186,1.5185185185185186,1.5185185185185186,2.0,1.0,1.0,1.5185185185185186,1.0,1.5185185185185186,1.5185185185185186,1.5185185185185186,1.0,1.5185185185185186,2.0,1.0,1.0,1.5185185185185186,3.0,1.5185185185185186,2.0,1.5185185185185186,2.0,1.5185185185185186,1.5185185185185186,1.5185185185185186,1.5185185185185186,1.5185185185185186,1.5185185185185186,1.5185185185185186,1.5185185185185186,1.5185185185185186,1.5185185185185186,1.5185185185185186,2.0,1.5185185185185186,1.5185185185185186,1.0,2.0,2.0,1.0,1.5185185185185186,1.5185185185185186,1.0,1.0,1.0,1.0,1.0,1.5185185185185186,1.5185185185185186,1.5185185185185186,1.5185185185185186,1.5185185185185186,1.5185185185185186,1.5185185185185186,1.5185185185185186,,,,,,,,
Sep_Temp_08,73.0,68.36170212765957,72.0,68.0,71.0,71.0,72.0,71.0,72.0,67.0,72.0,70.0,69.0,69.0,70.0,71.0,72.0,71.0,70.0,69.0,70.0,69.0,69.0,69.0,66.0,68.0,66.0,66.0,68.0,66.0,65.0,67.0,68.36170212765957,68.36170212765957,68.36170212765957,68.36170212765957,68.36170212765957,68.36170212765957,68.36170212765957,68.36170212765957,68.36170212765957,68.36170212765957,68.0,61.0,66.0,67.0,66.0,60.0,62.0,61.0,68.0,68.36170212765957,69.0,68.0,68.0,71.0,68.0,71.0,70.0,68.36170212765957,68.36170212765957,68.36170212765957,68.36170212765957,68.36170212765957,68.36170212765957,,,,,,,,
Sep_Depart_08,2.0,1.4666666666666666,2.0,1.4666666666666666,1.0,2.0,1.0,1.0,2.0,1.4666666666666666,1.4666666666666666,2.0,2.0,1.0,1.0,2.0,1.4666666666666666,2.0,1.4666666666666666,2.0,2.0,1.4666666666666666,1.0,1.4666666666666666,1.0,1.0,1.4666666666666666,1.4666666666666666,1.4666666666666666,1.4666666666666666,1.4666666666666666,1.4666666666666666,1.4666666666666666,1.4666666666666666,1.4666666666666666,1.4666666666666666,1.4666666666666666,1.4666666666666666,1.4666666666666666,1.4666666666666666,1.4666666666666666,1.4666666666666666,2.0,1.0,1.4666666666666666,1.4666666666666666,1.0,1.4666666666666666,1.0,1.0,1.4666666666666666,1.4666666666666666,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.4666666666666666,1.4666666666666666,1.4666666666666666,1.4666666666666666,1.4666666666666666,1.4666666666666666,,,,,,,,
Oct_Temp_08,54.46666666666667,54.46666666666667,58.0,54.0,57.0,56.0,58.0,58.0,58.0,53.0,59.0,56.0,55.0,55.0,55.0,57.0,58.0,57.0,56.0,55.0,56.0,55.0,55.0,55.0,53.0,55.0,53.0,52.0,53.0,52.0,50.0,53.0,54.46666666666667,54.46666666666667,54.46666666666667,54.46666666666667,54.46666666666667,54.46666666666667,54.46666666666667,54.46666666666667,54.46666666666667,54.46666666666667,55.0,48.0,52.0,53.0,52.0,46.0,49.0,47.0,54.46666666666667,54.46666666666667,55.0,54.0,55.0,58.0,54.0,59.0,57.0,54.46666666666667,54.46666666666667,54.46666666666667,54.46666666666667,54.46666666666667,54.46666666666667,,,,,,,,
Oct_Depart_08,1.6666666666666667,3.0,1.6666666666666667,1.0,1.0,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,2.0,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,4.0,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,,,,,,,,
Nov_Temp_08,49.0,44.08510638297872,48.0,44.0,46.0,47.0,47.0,47.0,47.0,44.0,48.0,46.0,45.0,45.0,45.0,46.0,47.0,46.0,46.0,45.0,45.0,45.0,45.0,45.0,41.0,45.0,44.0,43.0,44.0,42.0,41.0,43.0,44.08510638297872,44.08510638297872,44.08510638297872,44.08510638297872,44.08510638297872,44.08510638297872,44.08510638297872,44.08510638297872,44.08510638297872,44.08510638297872,44.0,36.0,41.0,43.0,41.0,33.0,37.0,35.0,45.0,44.08510638297872,45.0,43.0,44.0,47.0,44.0,47.0,46.0,44.08510638297872,44.08510638297872,44.08510638297872,44.08510638297872,44.08510638297872,44.08510638297872,,,,,,,,
Nov_Depart_08,1.7586206896551724,1.7586206896551724,1.0,3.0,2.0,1.0,2.0,2.0,1.7586206896551724,3.0,1.7586206896551724,1.7586206896551724,1.7586206896551724,1.0,2.0,1.0,1.7586206896551724,1.7586206896551724,1.7586206896551724,1.0,1.7586206896551724,1.0,1.0,2.0,2.0,1.7586206896551724,1.7586206896551724,1.0,1.7586206896551724,2.0,1.7586206896551724,1.0,1.7586206896551724,1.7586206896551724,1.7586206896551724,1.7586206896551724,1.7586206896551724,1.7586206896551724,1.7586206896551724,1.7586206896551724,1.7586206896551724,1.7586206896551724,1.7586206896551724,2.0,1.7586206896551724,1.7586206896551724,1.0,6.0,3.0,3.0,1.7586206896551724,1.7586206896551724,1.7586206896551724,1.0,1.0,1.0,1.0,2.0,1.0,1.7586206896551724,1.7586206896551724,1.7586206896551724,1.7586206896551724,1.7586206896551724,1.7586206896551724,,,,,,,,
Dec_Temp_08,44.0,38.0,44.0,42.0,44.0,44.0,42.0,42.0,42.0,38.0,42.0,40.0,38.0,38.0,38.0,38.0,40.0,39.0,39.0,38.0,38.0,38.0,38.0,37.0,38.0,36.0,37.0,34.0,36.0,35.0,34.0,36.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,37.0,29.0,38.0,34.0,33.0,29.0,31.0,30.0,38.0,38.0,38.0,36.0,37.0,42.0,39.0,44.0,42.0,38.0,38.0,38.0,38.0,38.0,38.0,,,,,,,,
Dec_Depart_08,3.0,1.6923076923076923,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.6923076923076923,1.6923076923076923,1.0,1.0,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.0,1.6923076923076923,1.0,1.0,1.0,1.0,1.6923076923076923,1.6923076923076923,1.0,1.6923076923076923,1.0,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.6923076923076923,3.0,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.0,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.6923076923076923,,,,,,,,
Ann_Temp_08,54.53658536585366,54.53658536585366,54.53658536585366,55.0,58.0,57.0,58.0,58.0,58.0,55.0,54.53658536585366,56.0,55.0,55.0,56.0,56.0,58.0,57.0,57.0,55.0,56.0,56.0,56.0,55.0,54.53658536585366,55.0,53.0,52.0,54.0,52.0,51.0,53.0,54.53658536585366,54.53658536585366,54.53658536585366,54.53658536585366,54.53658536585366,54.53658536585366,54.53658536585366,54.53658536585366,54.53658536585366,54.53658536585366,55.0,47.0,54.53658536585366,53.0,52.0,46.0,48.0,47.0,54.53658536585366,54.53658536585366,55.0,54.0,55.0,57.0,55.0,58.0,57.0,54.53658536585366,54.53658536585366,54.53658536585366,54.53658536585366,54.53658536585366,54.53658536585366,,,,,,,,
Ann_Depart_08,1.0,1.0,1.0,1.0952380952380953,1.0,2.0,1.0,1.0952380952380953,1.0952380952380953,1.0,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0,1.0952380952380953,1.0,1.0,1.0952380952380953,1.0,1.0952380952380953,1.0952380952380953,1.0,1.0952380952380953,1.0,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,2.0,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0,1.0,1.0952380952380953,1.0,1.0,1.0,1.0,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,,,,,,,,
Jan_Temp_09,34.0,28.217391304347824,34.0,30.0,33.0,33.0,32.0,33.0,32.0,29.0,33.0,31.0,29.0,29.0,29.0,29.0,31.0,31.0,30.0,29.0,30.0,29.0,29.0,29.0,24.0,27.0,28.0,0.0,27.0,27.0,25.0,24.0,28.217391304347824,28.217391304347824,28.217391304347824,28.217391304347824,28.217391304347824,28.217391304347824,28.217391304347824,28.217391304347824,28.217391304347824,28.217391304347824,26.0,29.0,21.0,26.0,28.217391304347824,25.0,28.217391304347824,23.0,23.0,28.0,28.0,27.0,28.0,31.0,29.0,33.0,31.0,28.217391304347824,28.217391304347824,28.217391304347824,28.217391304347824,28.217391304347824,28.217391304347824,,,,,,,,
